id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
59CDL,D0RU,Bedroom,5,6,Yes,A person standing in the doorway of their recreation room eating a sandwich walks to the window and sits in the chair to stare outside.,chair;doorway;food;sandwich;window,"The person is standing and eating a sandwich by the doorway. Still eating the sandwich, the person walks to the chair and sits down to look out the window.",c092 21.70 33.00;c065 0.00 33.00;c059 21.10 33.00;c156 0.00 33.00;c151 20.10 25.90;c067 0.00 33.00,32.00
Y91JG,BYF9,Stairs,5,5,Yes,A person is leaving books on a table and then sneezing into a mirror on the stairs.,book;table,A person is going up the stairs holding a book.  That person sets it down and sneezes.,c009 3.80 11.40;c153 7.20 16.60;c028 4.60 11.30;c026 0.40 10.90,18.04
TIJOY,5LWB,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,"A person sits at the bottom of the stairs, grabs some dishes out of their groceries, and begins eating. Another person walks up and pours their drink out.",bag;cup;floor;food;groceries;stairs,"A person is sitting on the stairs with a bag they open the bag take out some food and eat while another person comes over with a glass of water they take a drink walk behind the person with the bag and dump out their water.;Person sitting on steps, opens a bag, takes some food out, and eats while another person walks in drinking and goes upstairs.",c106 17.70 26.80;c156 6.30 14.60;c021 3.10 11.90;c063 7.90 13.50;c110 18.20 33.00;c061 2.80 21.70;c125 0.00 21.70;c020 2.00 21.90,31.75
M6XX6,YMXV,Bedroom,4,5,Yes,A person is sitting in a doorway laughing while holding a pillow.,floor;pillow,A person is sitting on the floor hugging a pillow and laughing.,c078 9.00 33.00;c149 0.00 33.00;c152 0.00 33.00;c125 0.00 33.00,31.92
XNR76,HR43,Bedroom,7,7,Yes,"a person playing a game on their bed, get's up and grasps a doorknob.",bed;doorknob;phone,A person plays on their phone while sitting in bed.;A person is sitting on a bed texting on a phone. Then they get up off the bed and touch a doorknob.,c135 0.00 31.20;c154 27.20 35.00;c015 0.00 35.00;c016 0.00 32.50,33.67
2Q2LA,H8N1,Kitchen,5,7,Yes,"A person is tidying dirty dishes, putting food in the refrigerator and then leaving a kitchen.",dish;food;refrigerator,Person entering in the kitchen puts the dishes appropriatley,c142 14.10 19.80;c143 8.50 14.80;c118 0.30 5.10;c062 7.50 19.50;c119 0.00 10.10;c120 0.00 8.00,21.46
R8OTI,C7O9,Pantry,7,7,Yes,A person walks through the doorway of a pantry and start tidying up a few dishes before leaving.,dishes;doorway;garbage can;groceries;shelf,This person walks into a pantry and arranges dishes on a shelf before walking away.;A person enters the pantry and rummages through several items before arranging the garbage can and leaving.,c097 0.00 6.30;c082 2.00 21.30;c130 17.60 24.00,30.58
DGMDT,4I2W,Living room,5,4,Yes,"A person walks down the hall, opening a sandwich. The person gets out their phone and takes a call.",bag;food;phone;sandwich;table,"A person is walking around a room and picks up a bag off of a table.  They inspect the contents of the bag, put the bag down, and then pick up their phone and answer it.;Person walks around in room, grabs bag, opens it and looks in it. Person puts bag back on table, picks up phone and talks on it.",c067 14.20 30.00;c015 22.00 30.00;c022 20.80 26.80;c023 3.90 11.70;c018 23.60 30.00;c016 22.80 30.00;c021 3.40 16.40;c061 7.60 23.80;c020 5.80 26.50;c019 26.50 30.00,29.25
8CJML,LWUV,Hallway,6,6,Yes,"A person is in a hallway tidying with a broom, they then snuggle with a pillow they got from a table.",broom;floor;pillow,A person is sweeping the floor with a broom when they are done they pick up a pillow and snuggle with it then they leave the room.,c102 0.20 23.40;c078 17.60 30.00;c127 0.10 24.40;c100 0.70 7.20;c079 16.30 22.80,29.29
5O31N,P6LJ,Hallway,5,7,Yes,"One person puts a chair against the door to keep it closed, then smiles and starts undressing.",chair;clothes;door,"A person closes a door and places a chair in front of it and begins taking off her clothes;A person closes a door, then moves a chair in front of the door. They then get undressed and throw their clothes on the chair.",c006 2.10 9.10;c155 22.80 35.90;c155 31.90 42.00;c003 33.10 38.80;c002 34.80 40.40;c097 1.30 12.60;c000 32.10 42.00;c001 32.10 42.00,40.58
KRZW8,D0RU,Other,4,7,Yes,Person sitting with their laptop open looks at their phone and starts laughing.,floor;laptop;phone,A person is sitting on a carpet with a laptop on their lap. The person then picks up cell phone and smiles while looking at it.;A person sitting on the floor looking at their computer and then checks their cellphone smiling and laughing.,c047 2.00 33.00;c052 2.00 18.00;c015 17.00 33.00;c016 17.00 33.00;c149 21.00 32.00;c152 28.00 33.00;c125 0.00 33.00,31.54
RK4U5,0RNU,Garage,7,7,Yes,A person takes a picture from a bag then throws it down.,bag;book;floor;magazine;picture;table,"This person picks up a bag, pulls something out, and begins looking at it, then throws it on the floor.;person takes magazine out of bad and throws it on the ground",c021 0.00 6.30;c126 25.00 30.00;c020 0.50 11.40;c031 25.10 30.00;c032 8.30 28.80;c026 6.30 29.90;c012 0.00 11.70,29.38
QFDKV,ATJI,Kitchen,6,6,Yes,"A person walks into the pantry to get a bag of coffee, then smiles and grabs a box of cookies too.",box;coffee;cup,A person is fixing their hair. A person then gets a cup of coffee. A person then picks up a box and holds it.;The person walks towards the kitchen cabinets and looks through them. The person finds a package.,c040 14.50 28.40;c152 20.10 28.10,32.96
51ZY5,ATJI,Kitchen,6,6,Yes,A person takes a picture of a sandwich that they just made. The person looks at the picture and laughs.,phone;picture,"A person walks into the kitchen holding their phone they take a picture  and laughing then they walk back out.;A person is walking into the kitchen and laughing at their phone, they then run out of the kitchen.",c085 7.70 15.80;c149 7.70 15.80;c015 4.90 15.50;c150 11.40 17.30;c087 5.60 12.10;c016 5.20 16.70,23.12
7GYR4,HR43,Living room,6,7,Yes,A person lying on the sofa grabs a bag and puts it on the floor. The person sits up and takes a drink of coffee.,bag;couch;cup;dish;mug;sofa,A person is sitting on the couch and picks up a bag and then takes a drink from a mug.,c106 20.70 28.70;c123 0.00 31.00;c119 27.70 31.00;c120 20.00 25.20;c118 25.60 31.00,30.46
C3HIN,DXDI,Home Office / Study (A room in a house used for work),6,7,Yes,A person is in their home office undressing by taking their clothes off. They are smiling because they are happy. They take a sip from a glass of coffee.,chair;clothes;coffee;cup;desk;dish;glass;picture;table,"A person is sitting on a chair at a desk, smiling at a picture. The person then takes off their shirt, and picks up a glass of coffee from the desk. The person takes a sip of coffee.;A person is sitting at a desk they take of their jacket and put it on the back of a chair and then they take a drink of their coffee.",c152 0.00 4.00;c059 0.00 21.00;c110 9.80 19.90;c107 10.30 20.30;c155 0.00 11.70;c011 0.00 21.00;c152 0.00 9.70;c106 11.70 17.90;c109 14.10 21.00;c001 4.50 13.50;c118 9.30 20.60,20.42
2TWI2,LTAC,Living room,7,7,Yes,A person is holding a sandwich then processds to sneeze next to a table.,doorway;food;sandwich,A person enters a room and stands around holding a sandwich.,c067 0.00 36.00;c097 0.00 2.50;c061 0.00 36.00,35.25
A2EY4,F56T,Kitchen,5,7,Yes,Person is sitting by refrigerator  playing with blanket and pair of shoes.,blanket;refrigerator;shoe,"A person walks into the room holding shoes and wearing a blanket. the person opens a refrigerator door, closes it and plays with the shoes then snuggles in the blanket.",c072 15.80 24.40;c142 3.20 8.60;c143 1.50 6.90;c053 0.00 33.00;c070 1.22 33.00,31.54
GV9M4,JVLO,Entryway (A hall that is generally located at the entrance of a house),5,5,Yes,"A person opens the closet door, drinking a glass of water. The person looks into the mirror, then takes a vacuum cleaner.",broom;cup;dish;door;glass;mirror;water;window,"A person opens a door and walks through into a room, they then take a drink from a glass while looking out a window. Afterwards they look into a mirror and smile then grab a broom.;A person walks through a door, takes a drink from a glass of water, checks his appearance in a mirror, and then picks up a broom.",c106 12.40 17.00;c100 24.20 29.20;c152 24.50 29.20;c094 18.10 26.20;c008 1.30 10.90;c098 24.00 31.00;c097 6.00 12.60;c109 13.70 19.10;c092 20.40 26.10;c110 13.30 19.40;c118 10.00 27.10;c107 10.00 27.90;c109 5.70 28.30;c092 6.00 30.70;c110 8.30 28.00,30.21
W7EHF,5LWB,Entryway (A hall that is generally located at the entrance of a house),5,7,Yes,A person is opening a box.  A person is tidying the contents of a box including a phone and pillow.,box;floor;phone;pillow,"A person is standing in a doorway.The open a box, and put a pillow and a phone into the box before closing it.",c017 10.10 20.40;c039 23.10 29.00;c041 0.00 9.90;c077 16.70 24.00;c125 5.00 29.00,27.79
EDPTO,P6LJ,Living room,5,7,Yes,"A person is grasping a blanket. Then the person walks to stand by the window, putting the blanket down and picking up a sandwich to eat.",blanket;clothes;food;plate;sandwich;window,"A person is folding a blanket, then looks out a window.;A person holding a blanket looks out of a window. They then pick up a plate and take a bite from a sandwich on it.",c092 16.80 22.80;c065 32.90 37.30;c067 31.50 36.90;c070 6.70 27.40;c075 7.10 12.70;c156 28.20 34.30;c000 0.00 27.20;c061 22.80 39.30,40.29
OZIJ7,D0RU,Bedroom,7,6,Yes,A person in the bedroom is laughing and smiling because they just realized that the desk is blocking the door.,bed;blankets;desk;person,A person is lying on a bed and then laughs at a glass sitting on a table.;someone laying in a bed and smiling and laughing,c134 35.20 38.00;c149 15.30 23.80,37.21
23YS1,Z68L,Kitchen,6,7,Yes,A person walks into the kitchen with a bag of groceries and sets them down. Using a chair to stand on they put a tin of coffee away on a shelf.,bag;cabinet;chair;dishes;door;glass;groceries;shelf;towel,"A person walks into a kitchen with a bag of groceries. The person sets the groceries on a counter, and then begins to put them away. The person moves a chair to stand on, opens a cabinet door, and puts groceries away there. The person then closes the door, and puts the chair away.;A person walks to the kitchen washes dishes then grabs a chair and cleans the shelf on top of the sink.",c060 29.10 43.00;c130 10.40 18.60;c082 33.60 43.00;c114 33.90 43.30,60.25
9GLQZ,C7O9,Stairs,5,7,Yes,One person runs up the stairs with groceries when another person passes eating a sandwich.,bag;box;food;groceries;sandwich;stairs,As a person runs up the stairs another person walks down eating a sandwich.;a person holding a box runs up stairs and almost bumps into another person walking down the stairs while eating a sandwich. the person stops at the bottom of the stairs and finishes the sandwich.,c065 2.60 32.00;c020 0.00 8.60;c150 0.00 7.80;c156 3.20 32.00;c154 7.80 15.80;c067 0.50 32.00;c061 0.80 32.00,30.71
G183W,OUKK,Living room,2,7,Yes,"One person opens a chair, puts a blanket on it, then lies down and starts drinking and smiling.",blanket;chair;cup;dish,A person put a blanket on a chair then begins to sit on the chair and drinks from a cup and smiles.,c059 11.30 35.30;c152 15.60 20.50;c151 11.50 17.10;c154 30.90 35.60;c118 13.60 36.50;c107 13.10 36.90;c106 17.10 29.50;c070 0.70 13.60;c071 0.00 14.00,36.25
JAOPD,WQ8Z,Bedroom,6,7,Yes,"A person walks into a bedroom, putting a bag on a shelf. They take their homework out of the bag and start playing air guitar with it.",bag;book;paper,"A person walks into a room with a backpack, removes a book, plays air guitar with it, and leaves.;A white male entered a bedroom.  He placed his book bag onto the bed.  He removed a book from his bag and used it to play air guitar.",c020 0.20 11.80;c022 3.50 9.10;c115 7.80 25.00;c117 7.60 12.10;c024 4.00 9.20;c026 8.00 24.00,26.12
5Q8C7,C7O9,Pantry,5,6,Yes,A person laughs as they pour of a bowl of cereal. The person sets the bowl down on a chair and takes a picture on their phone.,box;cereal;dish;food;phone;table,A person is making cereal and checks their phone.,c016 18.40 31.00;c087 22.90 31.00;c062 15.20 20.70;c044 6.50 13.00;c118 28.20 31.00;c009 28.20 31.00;c015 28.20 31.00,30.12
YMFWC,9PLL,Bathroom,5,7,Yes,A person is tidying the towels in the bathroom. They pick up some shoes off the floor and smile.,clothes;floor;shoe;towel,"A person hangs a towel on the wall, then puts shoes outside the door on the floor.",c034 2.10 10.20;c127 8.00 16.00;c054 13.70 20.40;c001 8.50 19.60;c037 0.00 10.20,31.33
DZ2J6,Z68L,Recreation room / Man cave,6,6,Yes,A person sitting on a couch is eating food while working on their laptop which sits on top of a pillow on their lap.,chair;food;laptop;pillow;sofa,A person is eating an apple while looking at a laptop which is sitting on a  pillow.,c061 0.00 31.00;c051 0.60 31.00;c076 0.00 7.00;c156 0.00 31.00;c151 1.60 9.80;c154 26.80 31.00;c078 0.00 5.60;c059 1.80 29.50;c047 0.00 31.00,29.96
10INO,18IT,Entryway (A hall that is generally located at the entrance of a house),6,7,Yes,A person is pouring a cup of coffee from the coffee pot. The person puts the pot back and checks their phone.,ball;chair;coffee;cup;door;newspaper;papers;phone;table;towel,A person is walking into a room with a ball in their hands and towel wrapped around their neck. They begin to read a newspaper and drink coffee then play on their phone.;a person walking through a door with a sports ball and sits down at a table for a drink,c008 2.80 13.30;c015 56.40 88.00;c151 12.00 22.50;c011 8.50 88.00;c106 44.20 62.60;c016 62.10 83.10;c097 2.80 10.30;c017 81.30 87.10;c110 24.60 30.40;c009 8.00 12.90;c018 61.20 66.60;c059 15.00 88.00,87.21
